,Serial Number,SMILES,Number of Unique Zeolites,List of Zeolites
358,359,CC[N+]1(CC)C[C@@H](C)C[C@@H](C)C1,102,"['AEI', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'ATS', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTF', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PUN', 'PWN', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
359,360,CC[N+]1(CC)C[C@@H](C)C[C@H](C)C1,105,"['AEI', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTF', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PUN', 'PWO', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'UFI', 'USI', 'UTL', 'VFI']"
360,361,CC[N+]1(CC)C[C@@H](C)O[C@H](C)C1,130,"['AEI', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'EUO', 'EWS', 'EZT', 'FAR', 'FAU', 'GIU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'JST', 'KFI', 'LEV', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTF', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POR', 'POS', 'PUN', 'PWN', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TER', 'TON', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
361,362,CC[N+]1(CC)C[C@@H]2C3C(C)=CC(C)([C@@H]2C1)[C@@H]1C[N+](CC)(CC)C[C@H]31,42,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'GME', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFS', 'SFW', 'SOV', 'SSF', 'UFI', 'USI', 'UTL', 'VFI']"
362,363,CC[N+]1(CC)C[C@@H]2C3C=CC([C@H]2C1)[C@H]1C[N+](CC)(CC)C[C@H]31,63,"['AEL', 'AET', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'IFY', 'IRN', 'IRR', 'ISV', 'ITG', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTW', 'MWW', 'NPT', 'OBW', 'OKO', 'PCS', 'POS', 'RHO', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
363,364,CC[N+]1(CC)C[C@@H]2[C@H](C1)[C@]1(C)C=C(C)[C@H]2[C@H]2C[N+](CC)(CC)C[C@H]21,44,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ERI', 'ETR', 'EUO', 'FAU', 'GME', 'IMF', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'LTL', 'MEI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'UTL', 'VFI']"
364,365,CC[N+]1(CC)C[C@H](C)CC[C@@H]1C,106,"['AEI', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTF', 'MTW', 'MWW', 'OFF', 'POS', 'PUN', 'PWO', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
365,366,CC[N+]1(CC)C[C@H](C)CC[C@H]1C,128,"['AEI', 'AET', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LEV', 'LIO', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTF', 'MTT', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PUN', 'PWN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TER', 'TON', 'TSC', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VET', 'VFI']"
366,367,CC[N+]1(CC)C[C@H](C)C[C@@H](C)C1,108,"['AEI', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'ATS', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JST', 'KFI', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PUN', 'PWN', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
367,368,CC[N+]1(CC)C[C@H](C)O[C@@H](C)C1,125,"['AEI', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LEV', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTF', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PUN', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
368,369,CC[N+]1(CC)C[C@H](C)O[C@H](C)C1,133,"['AEI', 'AEL', 'AET', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EZT', 'FAR', 'FAU', 'GIU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'JST', 'KFI', 'LAU', 'LEV', 'LIO', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTF', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PUN', 'PWN', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
369,370,CC[N+]1(CC)C[C@H]2C3C(C)=CC(C)([C@@H]2C1)[C@@H]1C[N+](CC)(CC)C[C@@H]31,42,"['AFS', 'AFX', 'AFY', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'GME', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'UFI', 'USI', 'UTL', 'VFI']"
370,371,CC[N+]1(CC)C[C@H]2C3C(C)=CC(C)([C@@H]2C1)[C@@H]1C[N+](CC)(CC)C[C@H]31,41,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'KFI', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'UTL', 'VFI']"
371,372,CC[N+]1(CC)C[C@H]2C3C(C)=CC(C)([C@H]2C1)[C@@H]1C[N+](CC)(CC)C[C@@H]31,42,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'UTL', 'VFI']"
372,373,CC[N+]1(CC)C[C@H]2C3C(C)=CC(C)([C@H]2C1)[C@@H]1C[N+](CC)(CC)C[C@H]31,43,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'GME', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'TUN', 'UOV', 'UTL', 'VFI']"
373,374,CC[N+]1(CC)C[C@H]2C3C(C)=CC(C)([C@H]2C1)[C@H]1C[N+](CC)(CC)C[C@@H]31,47,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'GME', 'IRN', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'UFI', 'USI', 'UTL', 'VFI']"
374,375,CC[N+]1(CC)C[C@H]2C3C(C)=CC(C)([C@H]2C1)[C@H]1C[N+](CC)(CC)C[C@H]31,43,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'GME', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'LTA', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'USI', 'UTL', 'VFI']"
375,376,CC[N+]1(CC)C[C@H]2C3C=CC([C@@H]2C1)[C@@H]1C[N+](CC)(CC)C[C@@H]31,63,"['AET', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'IFY', 'IRN', 'IRR', 'ISV', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LTA', 'LTL', 'MEI', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTW', 'MWW', 'NPT', 'OBW', 'OKO', 'PCS', 'POS', 'RHO', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STI', 'SWY', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
376,377,CC[N+]1(CC)C[C@H]2C3C=CC([C@@H]2C1)[C@H]1C[N+](CC)(CC)C[C@@H]31,62,"['AEL', 'AET', 'AFR', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EEI', 'EMT', 'ETR', 'EUO', 'FAU', 'GIU', 'IFY', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'NPT', 'OKO', 'PCS', 'POS', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
377,378,CC[N+]1(CC)C[C@H]2C3C=CC([C@@H]2C1)[C@H]1C[N+](CC)(CC)C[C@H]31,59,"['AET', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'IFY', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTW', 'MWW', 'NPT', 'OBW', 'OKO', 'PCS', 'POS', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'TON', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
378,379,CC[N+]1(CC)C[C@H]2C3C=CC([C@@H]4C[N+](CC)(CC)C[C@H]34)[C@H]2C1,60,"['AEL', 'AET', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'GIU', 'GME', 'IFY', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'LTL', 'MEI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'NPT', 'OBW', 'OKO', 'PCS', 'POS', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'TER', 'TON', 'TUN', 'UOV', 'USI', 'UTL', 'VFI']"
379,380,CC[N+]1(CC)C[C@H]2C3C=CC([C@H]2C1)[C@H]1C[N+](CC)(CC)C[C@@H]31,66,"['AET', 'AFR', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EEI', 'EMT', 'ETR', 'EUO', 'FAU', 'GIU', 'GME', 'IFY', 'IRR', 'ISV', 'ITG', 'ITH', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTW', 'MWW', 'NPT', 'OBW', 'OKO', 'PCS', 'POS', 'RHO', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'TON', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
380,381,CC[N+]1(CC)C[C@H]2C3C=CC([C@H]2C1)[C@H]1C[N+](CC)(CC)C[C@H]31,62,"['AET', 'AFS', 'AFT', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'GIU', 'GME', 'IFY', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTW', 'MWW', 'NPT', 'OBW', 'OKO', 'PCS', 'POS', 'PWW', 'SAO', 'SBE', 'SBS', 'SBT', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'UTL', 'VFI']"
381,382,CC[N+]1(CC)C[C@H]2[C@H](C1)C1C(C)=CC2(C)[C@@H]2C[N+](CC)(CC)C[C@@H]12,42,"['AFS', 'AFX', 'AFY', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ISV', 'ITG', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTL', 'MEI', 'MEL', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'UFI', 'USI', 'UTL', 'VFI']"
382,383,CC[N+]1(CC)C[C@H]2[C@H](C1)C1C(C)=CC2(C)[C@@H]2C[N+](CC)(CC)C[C@H]12,41,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'KFI', 'LTL', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'SWY', 'UTL', 'VFI']"
383,384,CC[N+]1(CC)C[C@H]2[C@H](C1)C1C(C)=CC2(C)[C@H]2C[N+](CC)(CC)C[C@H]12,43,"['AFS', 'AFX', 'AFY', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFS', 'SFW', 'SOV', 'SSF', 'UFI', 'USI', 'UTL', 'VFI']"
384,385,CC[N+]1(CC)C[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,98,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'JST', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MWW', 'NON', 'OFF', 'POS', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
385,386,CC[N+]1(CC)C[C@H]2[C@H]3C=C[C@H]([C@@H]4C[N+](CC)(CC)C[C@@H]43)[C@H]2C1,41,"['AEL', 'AFS', 'AFX', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CHA', 'CON', 'DFO', 'EMT', 'ERI', 'EUO', 'FAU', 'GME', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWW', 'LTL', 'MEI', 'MOR', 'MOZ', 'MTW', 'MWW', 'POS', 'SAO', 'SBE', 'SFG', 'SFS', 'SFW', 'SOV', 'SSF', 'STW', 'SWY', 'TON', 'TUN', 'UTL']"
